WELL NO.,DISTRICT,TALUKA,LOCATION,DATE,PH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,ALK,CA,MG,TH,NA,K,SAR
W211900073080001,Surat,MANDVI,Nogama,May-18,8.1,551.0,369.17,0.0,171.0,64.0,39.0,21.0,0.45,140.0,40.0,22.0,190.0,44.0,0.1,1.39
W212030072453001,Surat,OLPAD,Olpad2,May-18,8.71,1575.0,1055.25,24.0,342.0,192.0,25.0,62.0,1.38,320.0,24.0,22.0,150.0,238.0,62.7,8.45
W210440072593001,Surat,PALSANA,Palsana,May-18,8.28,1022.0,684.74,0.0,354.0,92.0,15.0,40.0,0.3,290.0,32.0,17.0,150.0,150.0,18.0,5.32
W212715073115401,Surat,MANGROL,Paneshwar,May-18,7.94,1442.0,966.14,0.0,110.0,334.0,6.0,140.0,0.8,90.0,104.0,22.0,350.0,170.0,2.3,3.95
W210530072523001,Surat,CHORASI,Sachin town,May-18,7.81,3776.0,2529.92,0.0,232.0,1072.0,6.0,140.0,0.55,190.0,148.0,124.0,880.0,457.0,4.5,6.7
W210330073053001,Surat,BARDOLI,Sarbhon,May-18,8.57,995.0,666.65,37.0,171.0,128.0,2.0,91.0,1.45,202.0,36.0,32.0,220.0,122.0,1.9,3.58
W210530072433001,Surat,CHORASI,Sultanabad,May-18,8.57,840.0,562.8,24.0,110.0,114.0,24.0,86.0,0.3,130.0,32.0,39.0,240.0,75.0,24.0,2.1
W211820072543901,Surat,KAMREJ,Syan,May-18,8.08,1735.0,1162.45,0.0,281.0,383.0,30.0,58.0,0.45,230.0,72.0,90.0,550.0,144.0,0.6,2.67
W211200072500005,Surat,UCHCHHAL,Uchchhal1,May-18,8,784.0,525.28,0.0,244.0,99.0,55.0,5.0,0.4,200.0,48.0,41.0,290.0,47.0,0.4,1.2
W211850073093001,Surat,MANDVI,Ushker,May-18,8.28,549.0,367.83,0.0,146.0,21.0,26.0,121.0,0.47,120.0,32.0,22.0,170.0,59.0,2.4,1.97
W205014073171601,Surat,Mahuva,Vaheval,May-18,8.17,563.0,377.21,0.0,159.0,78.0,25.0,40.0,0.66,130.0,24.0,32.0,190.0,53.0,0.9,1.67
W210300073160001,Surat,VALOD,Valod,May-18,8.2,440.0,294.8,0.0,146.0,43.0,19.0,44.0,0.24,120.0,32.0,19.0,160.0,38.0,0.3,1.31
W210630073234501,Surat,VYARA,Vyara1,May-18,8.13,334.0,223.78,0.0,146.0,36.0,1.0,25.0,0.4,120.0,24.0,19.0,140.0,27.0,2.6,0.99
,Surat,Mandvi,Khata devi,May-18,8.06,834.0,558.78,0.0,98.0,156.0,12.0,53.0,0.47,80.0,48.0,19.0,200.0,78.0,0.9,2.4
W224837071422101,Surendranagar,Wadhvan,Anindra,May-18,7.81,700.0,469.0,0.0,171.0,64.0,7.0,111.0,1.27,140.0,80.0,17.0,270.0,35.0,5.4,0.93
W230700071470001,Surendranagar,DASADA,Bajana,May-18,7.52,1083.0,725.61,0.0,220.0,170.0,8.0,105.0,0.62,180.0,78.0,40.0,360.0,80.0,5.7,1.83
W222500071023001,Surendranagar,CHOTILA,Bamanbor,May-18,7.75,1362.0,912.54,0.0,354.0,184.0,115.0,38.0,0.63,290.0,152.0,41.0,550.0,59.0,2.2,1.09
W224630071440001,Surendranagar,WADHWAN,Dedadra,May-18,8,1043.0,698.81,0.0,464.0,78.0,14.0,25.0,4.55,380.0,40.0,47.0,295.0,102.0,5.0,2.58
W232307071404601,Surendranagar,Dasada,Dhama,May-18,7.65,2911.0,1950.37,0.0,329.0,489.0,180.0,335.0,1.16,270.0,60.0,229.0,1090.0,128.0,68.4,1.69
W230115071111501,Surendranagar,HALVAD,Halvad,May-18,7.59,5109.0,3423.03,0.0,171.0,1312.0,130.0,440.0,2.32,140.0,320.0,122.0,1300.0,580.0,15.7,6.99
W232100071393001,Surendranagar,DASADA,Jhinjhuwada,May-18,7.74,1313.0,879.71,0.0,342.0,184.0,35.0,85.0,1.019,280.0,80.0,64.0,465.0,81.0,14.1,1.63
W225846071003201,Surendranagar,Halvad,Juna Devliya 1,May-18,8.06,1439.0,964.13,0.0,317.0,241.0,37.0,90.0,0.85,260.0,42.0,94.0,490.0,105.0,6.8,2.06
W230015071444501,Surendranagar,DASADA,Kherwa,May-18,7.88,855.0,572.85,0.0,195.0,128.0,7.0,30.0,1.0,160.0,44.0,24.0,210.0,73.0,6.3,2.19
W230722071284701,Surendranagar,Dhangadhara,Kukavati,May-18,7.51,2230.0,1494.1,0.0,244.0,532.0,120.0,65.0,1.09,200.0,60.0,168.0,840.0,129.0,2.8,1.94
W225130071470001,Surendranagar,LAKHTAR,Lakhtar,May-18,7.61,910.0,609.7,0.0,256.0,121.0,8.0,65.0,1.96,210.0,42.0,44.0,285.0,73.0,9.6,1.88
W225253071440801,Surendranagar,Lakhtar,Modhvana,May-18,7.62,753.0,504.51,0.0,183.0,92.0,78.0,16.0,0.92,150.0,6.0,51.0,225.0,65.0,8.7,1.88
W222515071063701,Surendranagar,Chotila,Moti Moladi,May-18,7.47,5020.0,3363.4,0.0,220.0,1418.0,130.0,215.0,0.44,180.0,320.0,340.0,2200.0,150.0,0.9,1.39
W223900071280001,Surendranagar,MULI,Muli,May-18,7.94,4010.0,2686.7,0.0,415.0,1028.0,70.0,151.0,4.4,340.0,240.0,24.0,700.0,600.0,0.9,9.86
W224431071154201,Surendranagar,Muli,Nava Raisangpur,May-18,7.6,4320.0,2894.4,0.0,171.0,1170.0,135.0,260.0,0.42,140.0,288.0,117.0,1200.0,440.0,0.7,5.52
W225507071514801,Surendranagar,Lakhtar,Olak,May-18,7.65,2348.0,1573.16,0.0,317.0,440.0,46.0,250.0,0.87,260.0,102.0,72.0,550.0,269.0,36.9,4.99
W230336071440301,Surendranagar,Dasada,Pipli,May-18,7.84,1111.0,744.37,0.0,354.0,106.0,24.0,95.0,0.65,290.0,56.0,60.0,390.0,69.0,12.3,1.52
W225030071353001,Surendranagar,DHRANGADHRA,Rajsitapur,May-18,8.01,965.0,646.55,0.0,342.0,106.0,23.0,35.0,1.12,280.0,34.0,47.42,280.0,91.0,4.2,2.36
W224000071494501,Surendranagar,LIMBDI,Shiyani,May-18,7.66,4182.0,2801.94,0.0,134.0,887.0,16.0,655.0,1.19,110.0,180.0,97.28,850.0,550.0,10.6,8.2
W222715071290601,Surendranagar,Sayla,Sudamda,May-18,7.35,4777.0,3200.59,0.0,183.0,1170.0,50.0,525.0,0.37,150.0,320.0,206.0,1650.0,341.0,2.0,3.65
W230030071170001,Surendranagar,HALVAD,Sukhpar,May-18,7.84,6062.0,4061.54,0.0,403.0,1418.0,310.0,425.0,5.25,330.0,160.0,308.0,1670.0,621.0,1.1,6.61
W224300071363001,Surendranagar,WADHWAN,Surendranagar,May-18,7.72,4131.0,2767.77,0.0,439.0,1064.0,90.0,135.0,1.21,360.0,120.0,121.0,800.0,588.0,2.2,9.04
W222600071551501,Surendranagar,CHUDA,Vanala,May-18,7.77,457.0,306.19,0.0,183.0,43.0,11.0,10.0,0.55,150.0,24.0,19.0,140.0,38.0,4.0,1.4
W204130073370001,The dangs,The dangs,Aherdi,May-18,8.21,352.0,235.84,0.0,134.0,43.0,10.0,63.0,0.23,110.0,44.0,22.0,200.0,21.0,0.4,0.65
W204839073301101,The dangs,The Dangs,Bori Goatha 1,May-18,8.16,362.0,242.54,0.0,134.0,28.0,34.0,32.0,0.35,110.0,48.0,12.0,170.0,19.0,0.3,0.63
W203824073412901,The dangs,The Dang,Boripada,May-18,8.02,301.0,201.67,0.0,146.0,21.0,4.0,65.0,0.4,120.0,48.0,12.0,170.0,24.0,0.4,0.8
W203930073411501,The dangs,The dangs,Chikhli,May-18,8.14,316.0,211.72,0.0,159.0,21.0,4.0,27.0,0.35,130.0,40.0,10.0,140.0,24.0,0.4,0.88
W204830073331001,The dangs,The dangs,Chinchnogaotha,May-18,7.93,499.0,334.33,0.0,207.0,43.0,41.0,62.0,0.24,170.0,76.0,17.0,260.0,32.0,0.7,0.86
W203845073473001,The dangs,The dangs,Dhumkal,May-18,8.07,298.0,199.66,0.0,207.0,14.0,5.0,36.0,0.3,170.0,48.0,15.0,180.0,24.0,0.3,0.78
W204800073441501,The dangs,The dangs,Ghubita,May-18,8.1,377.0,252.59,0.0,159.0,21.0,11.0,61.0,0.24,130.0,52.0,15.0,190.0,20.0,0.7,0.63
W203800073444501,The dangs,The dangs,Jakana,May-18,8.1,509.0,341.03,0.0,159.0,21.0,50.0,94.0,0.17,130.0,64.0,19.0,240.0,27.0,0.9,0.76
W205515073345001,The dangs,The dangs,Kalibel,May-18,7.99,1030.0,690.1,0.0,293.0,178.0,15.0,60.0,0.1,240.0,56.0,71.0,430.0,64.0,19.2,1.34
W205500073404501,The dangs,The dangs,Mahal,May-18,8.07,380.0,254.6,0.0,195.0,21.0,0.0,83.0,0.2,160.0,56.0,19.0,220.0,26.0,1.2,0.76
W203600073444501,The dangs,The dangs,Malegaon,May-18,8.2,422.0,282.74,0.0,110.0,57.0,11.0,58.0,0.3,90.0,24.0,32.0,190.0,24.0,0.5,0.76
W204815073364501,The dangs,The dangs,Nadak khadi,May-18,8.09,367.0,245.89,0.0,146.0,21.0,14.0,78.0,0.45,120.0,60.0,5.0,170.0,34.0,0.5,1.13
W204200073350001,The dangs,The dangs,Nana pada,May-18,8.23,337.0,225.79,0.0,146.0,14.0,0.0,84.0,0.3,120.0,40.0,19.0,180.0,22.0,0.7,0.71
W204310073332501,The dangs,The dangs,Sakarpatal,May-18,8.1,321.0,215.07,0.0,122.0,28.0,15.0,35.0,0.2,100.0,36.0,15.0,150.0,18.0,0.2,0.64
W205200073370001,The dangs,The dangs,Sodmal,May-18,8.1,308.0,206.36,0.0,122.0,21.0,13.0,74.0,0.37,100.0,36.0,17.0,160.0,27.0,0.2,0.93
W205520073345001,The dangs,The dangs,Subir,May-18,8.2,365.0,244.55,0.0,98.0,43.0,15.0,58.0,0.15,80.0,40.0,15.0,160.0,25.0,0.8,0.86
W204100073433001,The dangs,The dangs,Umberpada,May-18,8.07,350.0,234.5,0.0,98.0,21.0,13.0,106.0,0.3,80.0,32.0,24.0,180.0,24.0,4.0,0.78
W205242073310601,The dangs,The dangs,Vazat Amba,May-18,8.03,399.0,267.33,0.0,207.0,28.0,16.0,44.0,0.24,170.0,48.0,22.0,210.0,27.0,0.7,0.81
W204550073301601,The dangs,The Dang,Waghai,May-18,8.3,384.0,257.28,0.0,98.0,28.0,2.0,120.0,0.3,80.0,28.0,27.0,180.0,31.0,2.2,1.0
W221340073290001,Vadodara,DABHOI,Amreshwar,May-18,7.7,1714.0,1148.38,0.0,354.0,362.0,14.0,48.0,0.66,290.0,84.0,44.0,390.0,210.0,11.4,4.62
W221200073540001,Vadodara,JETPUR PAVI,Bhindol,May-18,Leaked,,,,,,,,,,,,,,,
W222200074123001,Vadodara,CHHOTA UDAIPUR,Ferkuva,May-18,7.1,1220.0,817.4,0.0,500.0,128.0,6.0,25.0,1.46,410.0,68.0,49.0,370.0,110.0,0.3,2.49
W222200074043001,Vadodara,CHHOTA UDAIPUR,Ghamodi,May-18,7.56,470.0,314.9,0.0,183.0,43.0,10.0,15.0,1.2,150.0,28.0,23.0,165.0,31.0,0.8,1.05
W223015073170001,Vadodara,SAVLI,Juna samalya,May-18,7.78,1762.0,1180.54,0.0,403.0,241.0,47.0,170.0,1.39,330.0,60.0,63.0,410.0,201.0,33.5,4.32
W215845073563001,Vadodara,NASVADI,Kaprali,May-18,7.82,733.0,491.11,0.0,256.0,43.0,62.0,45.0,0.86,210.0,100.0,24.0,350.0,9.0,0.2,0.21
W221736073115401,Vadodara,Vadodara City,Kevada Bag,May-18,8.23,1285.0,860.95,0.0,415.0,113.0,66.0,40.0,0.97,340.0,32.0,34.0,220.0,168.0,8.1,4.92
W220830072543001,Vadodara,PADRA,Masor,May-18,8.27,2394.0,1603.98,15.0,940.0,213.0,8.0,90.0,0.65,795.0,32.0,44.0,260.0,430.0,1.0,11.59
W221200074023001,Vadodara,KAVANT,Panwad,May-18,7.83,870.0,582.9,0.0,220.0,121.0,17.0,65.0,0.64,180.0,76.0,34.0,330.0,42.0,9.3,1.01
W220330074010001,Vadodara,KAVANT,Saidivasana,May-18,7.65,920.0,616.4,0.0,329.0,78.0,9.0,68.0,0.91,270.0,84.0,29.0,330.0,60.0,0.4,1.44
W220215073531501,Vadodara,NASVADI,Sengpur,May-18,7.66,600.0,402.0,0.0,207.0,64.0,45.0,32.0,0.68,170.0,68.0,29.0,290.0,18.0,1.9,0.46
W221730073464501,Vadodara,JETPUR PAVI,Suskal,May-18,7.58,1570.0,1051.9,0.0,232.0,277.0,84.0,131.0,1.16,190.0,180.0,15.0,510.0,122.0,2.2,2.35
W222900073121001,Vadodara,SAVLI,Tundav,May-18,7.93,1996.0,1337.32,0.0,342.0,326.0,92.0,162.0,1.11,280.0,80.0,75.0,510.0,180.0,63.0,3.47
W220400074083001,Vadodara,KAVANT,Vagudan,May-18,8.3,610.0,408.7,18.0,49.0,99.0,4.0,85.0,0.81,70.0,40.0,2.0,110.0,87.0,0.7,3.61
W220934073244501,Vadodara,DABHOI,Vega,May-18,Leaked,,,,,,,,,,,,,,,
,Vadodara,KAVANT,Rendha,May-18,7.74,750.0,502.5,0.0,207.0,7.0,195.0,35.0,0.6,170.0,84.0,34.0,350.0,11.0,0.5,0.26
,Vadodara,KAVANT,Godhi simore,May-18,7.52,1250.0,837.5,0.0,220.0,142.0,66.0,182.0,1.04,180.0,108.0,32.0,400.0,101.0,1.3,2.2
W203100073171501,Valsad,DHARAMPUR,Awadha,May-18,7.96,423.0,283.41,0.0,207.0,14.0,6.0,60.0,0.2,170.0,44.0,19.0,190.0,31.0,0.3,0.98
W201942073193301,Valsad,KAPRADA,Chavshala,May-18,7.96,300.0,201.0,0.0,171.0,21.0,3.0,33.0,0.19,140.0,44.0,2.0,120.0,40.0,1.4,1.59
W201530072530001,Valsad,UMBERGAON,Dahli (bhilad),May-18,7.95,715.0,479.05,0.0,232.0,85.0,45.0,78.0,0.3,190.0,60.0,39.0,310.0,55.0,0.5,1.36
W203151073094501,Valsad,DHARAMPUR,Dharampur 3,May-18,7.6,640.0,428.8,0.0,146.0,78.0,4.0,86.0,0.52,120.0,60.0,19.0,230.0,44.0,0.7,1.26
W201930072503001,Valsad,UMBERGAON,Kanadu,May-18,7.82,567.0,379.89,0.0,159.0,36.0,4.0,107.0,0.7,130.0,56.0,19.0,220.0,36.0,0.8,1.06
W202030073130001,Valsad,KAPRADA,Kaparda,May-18,7.86,341.0,228.47,0.0,73.0,57.0,1.0,30.0,0.02,60.0,32.0,7.0,110.0,29.0,7.2,1.2
W202145072583001,Valsad,PARDI,Karwad,May-18,7.72,933.0,625.11,0.0,232.0,85.0,2.0,118.0,0.3,190.0,72.0,29.0,300.0,63.0,14.6,1.58
W202200073103001,Valsad,KAPRADA,Mandwa,May-18,8.12,398.0,266.66,0.0,134.0,36.0,14.0,73.0,0.05,110.0,40.0,22.0,190.0,27.0,0.8,0.85
W203800073013001,Valsad,VALSAD,Muli1,May-18,8.24,2044.0,1369.48,0.0,195.0,440.0,13.0,135.0,0.53,160.0,56.0,63.0,400.0,249.0,3.7,5.41
W203600072540001,Valsad,VALSAD,Tithal,May-18,7.8,1997.0,1337.99,0.0,427.0,320.0,8.0,181.0,0.32,350.0,88.0,65.0,490.0,236.0,33.1,0.0
W201300072503001,Valsad,UMBERGAON,Tumb,May-18,7.9,778.0,521.26,0.0,244.0,85.0,6.0,69.0,0.85,200.0,52.0,34.0,270.0,60.0,0.8,1.59
W203036072554101,Valsad,PARDI,Udwada,May-18,7.84,837.0,560.79,0.0,195.0,99.0,0.0,181.0,0.46,160.0,60.0,66.0,380.0,51.0,0.8,1.14
W201130072450001,Valsad,UMBERGAON,Umargaon,May-18,8.15,945.0,633.15,0.0,110.0,213.0,31.0,7.0,0.65,90.0,56.0,32.0,270.0,73.0,6.8,1.93
W202249072541601,Valsad,PARDI,Vapi ( Balitha),May-18,7.98,637.0,426.79,0.0,195.0,57.0,16.0,81.0,0.46,160.0,44.0,27.0,220.0,55.0,0.8,1.61
