Well D,District,Taluka,Location,Type,pH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,SAR,Arsenic,Unnamed: 23
W212600073130005,Surat,MANGROL,Nizar1,Dug Well,7.88,1052.0,705.0,0.0,293.0,128.0,105.0,57.0,0.9,240.0,52.0,54.0,350.0,101.0,0.7,2.35,2.0,
W212030072453001,Surat,OLPAD,Olpad2,Dug Well,8.05,1710.0,1146.0,0.0,622.0,185.0,34.0,113.0,1.25,510.0,32.0,39.0,240.0,314.0,62.1,8.81,2.0,
W212530072494501,Surat,OLPAD,Wadoli,Dug Well,7.76,2397.0,1606.0,0.0,342.0,639.0,0.0,159.0,0.9,280.0,120.0,134.0,850.0,235.0,1.7,3.5,2.0,
W210440072593001,Surat,PALSANA,Palsana,Dug Well,7.92,1026.0,687.0,0.0,439.0,135.0,9.0,68.0,0.3,360.0,96.0,49.0,440.0,88.0,3.4,1.82,4.0,
W211330073344501,Surat,SONGADH,Bhurvel (ukai),Dug Well,7.95,707.0,474.0,0.0,244.0,78.0,15.0,4.0,0.4,200.0,56.0,32.0,270.0,27.0,1.3,0.71,,
W211015073331501,Surat,SONGADH,Jesingpura[sg],Dug Well,8.11,865.0,580.0,0.0,451.0,21.0,3.0,39.0,0.7,370.0,44.0,36.0,260.0,85.0,0.6,2.29,2.0,
W211200072500005,Surat,SURAT CITY,Uchchhal1,Dug Well,7.94,928.0,622.0,0.0,403.0,57.0,75.0,1.0,0.35,330.0,88.0,44.0,400.0,34.0,0.6,0.74,3.0,
W212740073293001,Surat,UMARPADA,Chavada,Dug Well,8.05,463.0,310.0,0.0,220.0,28.0,12.0,14.0,0.35,180.0,40.0,19.0,180.0,30.0,0.0,0.97,2.0,
W210300073160001,Surat,VALOD,Valod,Dug Well,7.78,421.0,282.0,0.0,244.0,28.0,3.0,14.0,0.4,200.0,44.0,29.0,230.0,13.0,0.2,0.37,3.0,
W210000073283001,Surat,VYARA,Karanjvel,Dug Well,7.95,460.0,308.0,0.0,232.0,28.0,4.0,13.0,0.2,190.0,44.0,34.0,180.0,31.0,1.8,1.0,2.0,
W210630073234501,Surat,VYARA,Vyara,Dug Well,7.95,312.0,209.0,0.0,146.0,28.0,2.0,28.0,0.35,120.0,28.0,12.0,120.0,33.0,2.5,1.31,2.0,
W212249073001501,Surat,Mangrol,Bhatkol,Dug Well,8.05,914.0,612.0,0.0,403.0,107.0,1.0,36.0,0.75,330.0,20.0,36.0,200.0,149.0,1.3,4.58,1.0,
W210905073233701,Surat,VYARA,Chapawadi,Dug Well,8.02,517.0,346.0,0.0,244.0,43.0,9.0,17.0,0.2,200.0,48.0,24.0,220.0,31.0,0.4,0.91,1.0,
W212430073080002,Surat,MANGROL,Dungri,Dug Well,7.98,1190.0,797.0,0.0,598.0,43.0,29.0,50.0,0.2,490.0,12.0,44.0,210.0,192.0,1.8,5.76,2.0,
W210231073192401,Surat,Valod,Kelkui,Dug Well,7.86,392.0,263.0,0.0,195.0,57.0,2.0,4.0,0.35,160.0,48.0,12.0,170.0,36.0,0.1,1.2,2.0,
W211652073275501,Surat,Songarh,Kherwada,Dug Well,7.79,621.0,416.0,0.0,354.0,50.0,15.0,3.0,0.4,290.0,72.0,29.0,300.0,36.0,0.2,0.9,2.0,
W211013073040701,Surat,Bardoli,Mota,Dug Well,8.15,2614.0,1751.0,0.0,287.0,604.0,26.0,129.0,1.05,235.0,100.0,85.0,600.0,302.0,3.6,5.36,2.0,
W211645073205901,Surat,Mandavi,Moti Sarkui,Dug Well,7.95,625.0,419.0,0.0,305.0,43.0,31.0,14.0,0.55,250.0,60.0,7.0,270.0,38.0,0.3,1.01,2.0,
W211245073214401,Surat,VYARA,Moti Chher,Dug Well,7.9,553.0,371.0,0.0,220.0,21.0,80.0,17.0,0.45,180.0,64.0,22.0,250.0,20.0,1.2,0.55,2.0,
W212715073115401,Surat,MANGROL,Paneshwar,Dug Well,8.05,1767.0,1184.0,0.0,207.0,391.0,32.0,118.0,0.35,170.0,156.0,63.0,650.0,105.0,0.2,1.79,3.0,
W205014073171601,Surat,Mahuva,Vaheval,Dug Well,7.88,605.0,405.0,0.0,281.0,36.0,19.0,12.0,0.4,230.0,68.0,19.0,250.0,28.0,0.1,0.77,4.0,
W223445071115901,Surendranagar,Chotila,Than,Dug Well,8.06,1768.0,1185.0,0.0,268.0,369.0,52.0,63.0,0.75,220.0,124.0,29.0,430.0,196.0,1.2,4.11,4.0,
W222600071551501,Surendranagar,CHUDA,Vanala,Dug Well,8.28,1192.0,799.0,0.0,268.0,192.0,8.0,100.0,0.2,220.0,60.0,29.0,270.0,154.0,6.4,4.07,5.0,
W230700071470001,Surendranagar,DASADA,Bajana,Dug Well,7.69,1086.0,728.0,0.0,232.0,135.0,3.0,129.0,0.56,190.0,64.0,34.0,250.0,125.0,6.0,3.44,7.0,
W232307071404601,Surendranagar,Dasada,Dhama,Dug Well,8.26,2575.0,1725.0,0.0,524.0,433.0,10.0,180.0,1.6,430.0,64.0,63.0,420.0,299.0,147.0,6.34,16.0,
W232100071393001,Surendranagar,DASADA,Jhinjhuwada,Dug Well,8.18,860.0,576.0,0.0,366.0,85.0,3.0,23.0,0.9,300.0,40.0,29.0,220.0,106.0,12.9,3.11,4.0,
W231115071450001,Surendranagar,DASADA,Kharaghoda,Dug Well,6.67,54000.0,36180.0,0.0,159.0,24318.0,55.0,2205.0,0.68,130.0,1360.0,3927.0,,8125.0,46.0,25.27,6.0,
W230015071444501,Surendranagar,DASADA,Kherwa,Dug Well,8.05,2170.0,1454.0,0.0,281.0,440.0,1.0,189.0,1.05,230.0,96.0,49.0,440.0,285.0,7.1,5.91,2.0,
W232030071440001,Surendranagar,DASADA,Visawadi,Dug Well,8.13,1875.0,1256.0,0.0,439.0,355.0,9.0,51.0,1.15,360.0,52.0,34.0,270.0,304.0,12.5,8.04,9.0,
W230722071284701,Surendranagar,Dhangadhara,Kukavati,Dug Well,8.24,669.0,448.0,0.0,281.0,71.0,3.0,6.0,0.93,230.0,48.0,21.0,210.0,61.0,2.8,1.83,3.0,
W225030071353001,Surendranagar,DHRANGADHRA,Rajsitapur,Dug Well,8.25,896.0,600.0,0.0,464.0,71.0,5.0,6.0,0.7,380.0,24.0,15.0,120.0,172.0,4.8,6.83,1.0,
W225130071161501,Surendranagar,DHRANGADHRA,Ratanpur1,Dug Well,8.15,3017.0,2021.0,0.0,378.0,625.0,35.0,271.0,3.52,310.0,96.0,117.0,720.0,369.0,2.1,5.98,2.0,
W230030071170001,Surendranagar,HALVAD,Sukhpar1,Dug Well,8.03,2964.0,1986.0,0.0,512.0,525.0,165.0,153.0,1.15,420.0,64.0,53.0,380.0,499.0,1.5,11.13,8.0,
W225130071470001,Surendranagar,LAKHTAR,Lakhtar,Dug Well,8.28,864.0,579.0,0.0,244.0,135.0,0.0,9.0,1.55,200.0,40.0,12.0,150.0,118.0,9.9,4.19,2.0,
W224315071511502,Surendranagar,LAKHTAR,Tavi1,Dug Well,8.06,2768.0,1855.0,0.0,110.0,738.0,6.0,217.0,0.5,90.0,104.0,19.0,340.0,477.0,5.7,11.25,3.0,
W224000071494501,Surendranagar,LIMBDI,Shiyani,Dug Well,8.24,4874.0,3266.0,0.0,305.0,1065.0,60.0,561.0,0.85,250.0,240.0,85.0,950.0,670.0,5.3,9.45,1.0,
W223900071280001,Surendranagar,MULI,Muli,Dug Well,8.25,2461.0,1649.0,0.0,622.0,398.0,44.0,96.0,2.2,510.0,40.0,27.0,220.0,460.0,0.7,13.48,4.0,
W224431071154201,Surendranagar,Muli,Nava,Dug Well,8.09,2996.0,2007.0,0.0,293.0,639.0,80.0,250.0,0.2,240.0,166.0,24.0,500.0,450.0,0.7,8.75,4.0,
W224400071220001,Surendranagar,MULI,Sarla,Dug Well,8.27,1348.0,903.0,0.0,366.0,199.0,28.0,25.0,0.85,300.0,56.0,32.0,270.0,168.0,27.7,4.45,1.0,
W222245071210001,Surendranagar,SAYLA,Dhandhalpur,Dug Well,8.24,2020.0,1353.0,0.0,525.0,312.0,80.0,84.0,2.2,430.0,40.0,19.0,180.0,393.0,6.1,12.74,5.0,
W222715071290601,Surendranagar,Sayla,Sudamda,Dug Well,7.8,3557.0,2383.0,0.0,256.0,809.0,215.0,164.0,0.22,210.0,296.0,330.0,1080.0,290.0,2.4,3.84,13.0,
W224837071422101,Surendranagar,Wadhvan,Anindra,Dug Well,8.04,654.0,438.0,0.0,244.0,64.0,2.0,19.0,1.4,200.0,52.0,19.0,210.0,49.0,6.0,1.47,2.0,
W224630071440001,Surendranagar,WADHWAN,Dedadra,Dug Well,7.72,1714.0,1148.0,0.0,610.0,192.0,19.0,71.0,0.93,500.0,80.0,17.0,270.0,274.0,10.5,7.25,2.0,
W224847071362901,Surendranagar,Wadhvan,Latuda,Dug Well,8.14,2622.0,1757.0,0.0,537.0,440.0,21.0,200.0,1.0,440.0,56.0,83.0,480.0,323.0,111.2,6.41,3.0,
W224300071363001,Surendranagar,WADHWAN,Surendranagar2,Dug Well,8.16,2556.0,1713.0,0.0,451.0,497.0,30.0,146.0,0.55,370.0,64.0,63.0,420.0,385.0,3.3,8.17,2.0,
W230624071290301,Surendranagar,Dhangadhara,Ghansyam,Dug Well,8.25,335.0,224.0,0.0,171.0,36.0,2.0,2.0,0.3,140.0,32.0,10.0,120.0,35.0,2.1,1.39,3.0,
W225846071003201,Surendranagar,Halvad,Juna Devliya 1,Dug Well,7.29,1179.0,790.0,0.0,342.0,163.0,6.0,72.0,0.73,280.0,44.0,41.0,280.0,145.0,8.3,3.77,,
W225253071440801,Surendranagar,Lakhtar,Modhvana,Dug Well,8.14,790.0,529.0,0.0,220.0,114.0,2.0,46.0,0.4,180.0,44.0,21.0,200.0,89.0,9.0,2.74,2.0,
W222515071063701,Surendranagar,Chotila,Moti Moladi,Dug Well,7.7,4850.0,3250.0,0.0,232.0,1278.0,145.0,256.0,0.58,190.0,496.0,195.0,2040.0,166.0,0.5,1.6,4.0,
W225507071514801,Surendranagar,Lakhtar,Olak,Dug Well,8.28,767.0,514.0,0.0,232.0,121.0,7.0,9.0,0.55,190.0,36.0,29.0,210.0,78.0,8.5,2.34,2.0,
W230336071440301,Surendranagar,Dasada,Pipli,Dug Well,8.26,728.0,488.0,0.0,220.0,92.0,10.0,66.0,0.7,180.0,24.0,24.0,160.0,106.0,7.9,3.64,4.0,
W204530073410001,The Dangs,The dangs,Ahwa1,Dug Well,7.86,972.0,651.0,0.0,268.0,121.0,31.0,55.0,0.35,220.0,88.0,27.0,330.0,67.0,11.0,1.6,3.0,
W203830073413001,The Dangs,The dangs,Bari pada,Dug Well,7.8,346.0,232.0,0.0,183.0,36.0,12.0,33.0,0.25,150.0,52.0,15.0,190.0,26.0,0.3,0.82,3.0,
W204840073301501,The Dangs,The dangs,Bori gaotha,Dug Well,7.92,439.0,294.0,0.0,244.0,21.0,10.0,24.0,0.15,200.0,56.0,27.0,250.0,6.0,0.2,0.16,2.0,
W203930073411501,The Dangs,The dangs,Chikhli,Dug Well,7.85,363.0,243.0,0.0,195.0,14.0,6.0,15.0,0.2,160.0,44.0,19.0,190.0,5.0,0.4,0.16,2.0,
W204830073331001,The Dangs,The dangs,Chinchnogaotha,Dug Well,7.88,696.0,466.0,0.0,281.0,64.0,75.0,12.0,0.35,230.0,80.0,24.0,300.0,44.0,0.2,1.1,2.0,
W203845073473001,The Dangs,The dangs,Dhumkal,Dug Well,7.66,371.0,249.0,0.0,171.0,21.0,1.0,22.0,0.35,140.0,40.0,15.0,160.0,16.0,0.7,0.55,1.0,
W204800073441501,The Dangs,The dangs,Ghubita,Dug Well,7.96,397.0,266.0,0.0,195.0,21.0,1.0,99.0,0.25,160.0,44.0,39.0,270.0,11.0,0.1,0.29,1.0,
W203800073444501,The Dangs,The dangs,Jakana,Dug Well,7.96,609.0,408.0,0.0,232.0,43.0,36.0,28.0,0.2,190.0,64.0,24.0,260.0,23.0,0.8,0.62,2.0,
