District,Taluka,Location,pH,EC,TDS,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,NO3,SO4,F,Alk,Fe
Junagadh,UNA,Dhokadva,8.25,535.0,358.0,230.0,32.0,36.0,35.0,1.8,0.0,207.0,57.0,0.0,53.0,0.0,170.0,0.0
Junagadh,MALIA,Galodar,6.86,835.0,559.0,300.0,44.0,46.0,47.0,0.2,0.0,207.0,99.0,18.0,73.0,0.3,170.0,0.0
Junagadh,UNA,Girgadhada,8.05,625.0,419.0,200.0,44.0,22.0,45.0,0.8,0.0,220.0,50.0,33.0,19.0,0.05,180.0,0.1
Junagadh,MANGROL,Goraj1,8.16,1085.0,727.0,240.0,28.0,41.0,163.0,3.4,0.0,220.0,149.0,34.0,164.0,1.25,180.0,0.0
Junagadh,VERAVAL,Govindpura2,7.9,507.0,340.0,180.0,28.0,5.0,29.0,1.6,0.0,183.0,50.0,13.0,11.0,0.0,150.0,0.366
Junagadh,TALALA,Jambur[madhapar,7.97,692.0,464.0,250.0,32.0,41.0,59.0,1.2,0.0,293.0,85.0,8.0,10.0,0.0,240.0,0.087
Junagadh,UNA,Jamvala1,8.28,386.0,259.0,130.0,32.0,12.0,29.0,0.4,0.0,122.0,50.0,7.0,15.0,0.2,100.0,0.0
Junagadh,Una,Jargla Jargali,8.07,444.0,297.0,170.0,32.0,22.0,28.0,0.3,0.0,183.0,43.0,12.0,9.0,0.15,150.0,0.081
Junagadh,JUNAGADH,Junagadh1,8.05,1180.0,791.0,360.0,76.0,41.0,83.0,2.0,0.0,146.0,184.0,70.0,97.0,0.23,120.0,0.0
Junagadh,MALIA,Juthal,8.29,763.0,511.0,300.0,56.0,38.0,55.0,3.1,0.0,232.0,121.0,7.0,48.0,0.3,190.0,0.0
Junagadh,MANGROL,Kalej,7.54,4499.0,3014.0,2000.0,360.0,364.0,150.0,3.1,0.0,85.0,1276.0,47.0,378.0,0.82,70.0,0.0
Junagadh,MENDARDA,Kanedipur,7.96,594.0,398.0,210.0,52.0,19.0,40.0,0.1,0.0,232.0,57.0,11.0,15.0,0.41,190.0,0.0
Junagadh,Una,Kansari,8.28,1360.0,911.0,340.0,60.0,46.0,162.0,5.9,0.0,439.0,206.0,34.0,9.0,0.65,360.0,0.241
Junagadh,Una,Kesariyaji_1,7.88,1136.0,761.0,270.0,60.0,290.0,136.0,3.4,0.0,220.0,220.0,33.0,41.0,0.65,180.0,0.366
Junagadh,KESHOD,Kewarda,8.28,1960.0,1313.0,290.0,88.0,17.0,311.0,4.0,0.0,146.0,496.0,29.0,109.0,0.48,120.0,0.0
Junagadh,MALIA,Khambalia1,7.85,5026.0,3367.0,1100.0,260.0,108.0,610.0,20.0,0.0,73.0,1347.0,12.0,414.0,0.38,60.0,0.0
Junagadh,VANTHALI,Khokharda,8.16,1677.0,1124.0,510.0,88.0,70.0,141.0,1.1,0.0,134.0,319.0,60.0,194.0,0.3,110.0,0.0
Junagadh,MANGROL,Khorada1,8.04,2698.0,1808.0,700.0,180.0,60.0,297.0,31.0,0.0,439.0,567.0,6.0,163.0,0.48,360.0,0.0
Junagadh,VANTHALI,Khoras ahir,8.45,1235.0,827.0,300.0,32.0,53.0,160.0,1.2,72.0,171.0,149.0,11.0,157.0,1.0,260.0,0.0
Junagadh,KODINAR,Kodinar1,8.19,2629.0,1761.0,580.0,56.0,107.0,340.0,0.7,0.0,268.0,682.0,34.0,92.0,0.75,220.0,0.0
Junagadh,MALIA,Kukaswada,7.56,7866.0,5270.0,2350.0,740.0,120.0,700.0,2.4,0.0,61.0,2481.0,28.0,244.0,0.35,50.0,0.039
Junagadh,MANGROL,Manketara,7.78,1700.0,1139.0,430.0,100.0,43.0,174.0,3.0,0.0,122.0,305.0,47.0,223.0,0.76,100.0,0.0
Junagadh,MENDARDA,Mendarda1,8.13,1035.0,693.0,190.0,44.0,19.0,128.0,0.2,0.0,134.0,163.0,35.0,92.0,0.4,110.0,0.029
Junagadh,VERAVAL,Moraj,7.76,726.0,486.0,220.0,64.0,15.0,69.0,0.2,0.0,153.0,135.0,14.0,36.0,0.94,125.0,0.0
Junagadh,BHESAN,Patla,8.46,557.0,373.0,200.0,32.0,29.0,43.0,0.6,48.0,73.0,43.0,8.0,81.0,0.45,140.0,0.0
Junagadh,Kodinar,Prasli,8.02,844.0,565.0,180.0,28.0,5.0,119.0,8.2,0.0,281.0,121.0,17.0,18.0,1.1,230.0,0.055
Junagadh,VISAVADAR,Prempara,8.01,1039.0,696.0,420.0,84.0,51.0,46.0,0.7,0.0,292.0,128.0,85.0,28.0,0.21,239.0,0.27
Junagadh,UNA,Sametar,8.27,466.0,312.0,180.0,20.0,32.0,41.0,3.3,0.0,183.0,50.0,8.0,39.0,0.04,150.0,0.043
Junagadh,VANTHALI,Saradiya,8.2,1186.0,795.0,270.0,44.0,38.0,173.0,0.6,0.0,220.0,227.0,18.0,120.0,0.76,180.0,0.0
Junagadh,MANGROL,Seriakhan,8.16,970.0,650.0,210.0,40.0,26.0,118.0,7.3,0.0,171.0,142.0,19.0,102.0,0.77,140.0,0.0
Junagadh,MANGROL,Shardagram,7.57,12080.0,8094.0,2350.0,400.0,324.0,1700.0,11.0,0.0,122.0,3510.0,18.0,879.0,0.45,100.0,0.028
Junagadh,MANGROL,Sil,8.13,596.0,399.0,220.0,40.0,29.0,41.0,1.6,0.0,134.0,57.0,22.0,94.0,1.0,110.0,0.0
Junagadh,TALALA,Talala1,7.82,793.0,531.0,290.0,40.0,46.0,67.0,1.5,0.0,305.0,92.0,19.0,37.0,0.2,250.0,0.0
Junagadh,UNA,Una2,8.28,2564.0,1718.0,380.0,40.0,68.0,407.0,4.9,0.0,586.0,426.0,40.0,135.0,1.2,480.0,0.349
Junagadh,Visawada,Jetalwad,7.86,830.0,556.0,330.0,40.0,56.0,42.0,0.2,0.0,244.0,99.0,80.0,15.0,0.08,200.0,0.0
Kachchh,MANDVI,Bambhdai,7.94,4511.0,3022.0,800.0,160.0,98.0,600.0,4.5,0.0,464.0,1136.0,6.0,89.0,1.45,380.0,0.203
Kachchh,MUNDRA,Bhadreshwar,7.92,2440.0,1635.0,740.0,164.0,81.0,216.0,10.9,0.0,439.0,568.0,8.0,30.0,0.35,360.0,0.239
Kachchh,BHUJ,Bhuj1,7.99,1085.0,727.0,290.0,80.0,22.0,107.0,13.0,0.0,293.0,92.0,18.0,130.0,0.6,240.0,0.358
Kachchh,NAKHATRANA,Chandranagar,8.24,3130.0,2097.0,1100.0,220.0,134.0,290.0,36.2,0.0,671.0,638.0,23.0,238.0,1.05,550.0,0.437
Kachchh,RAPAR,Deshalpur rapar,8.24,2217.0,1485.0,480.0,88.0,56.0,265.0,25.7,0.0,317.0,433.0,22.0,153.0,0.25,260.0,0.747
Kachchh,NAKHATRANA,Devisar,8.1,3023.0,2025.0,900.0,200.0,97.0,277.0,56.8,0.0,427.0,674.0,39.0,148.0,1.4,350.0,0.368
Kachchh,MANDVI,Dunai,7.91,1150.0,771.0,360.0,80.0,39.0,150.0,2.1,0.0,525.0,149.0,10.0,30.0,1.3,430.0,0.281
Kachchh,GANDHIDHAM,Gandhidham1,7.51,1125.0,754.0,380.0,92.0,37.0,105.0,22.7,0.0,384.0,142.0,70.0,30.0,1.2,315.0,0.75
Kachchh,BHUJ,Haboi,8.21,1418.0,950.0,330.0,60.0,44.0,160.0,12.1,0.0,281.0,220.0,18.0,111.0,1.1,230.0,0.089
